Index,x,y,f090w,e_f090w,f187n,e_f187n,f200w,e_f200w,f335m,e_f335m,f444w,e_f444w,f470n,e_f470n,f090w-f444w,e_f090w-f444w,f090w-f187n,e_f090w-f187n,δ_f090w-f187n,e_δ_f090w-f187n,f187n-f200w,e_f187n-f200w,δ_f187n-f200w,e_δ_f187n-f200w,f200w-f335m,e_f200w-f335m,δ_f200w-f335m,e_δ_f200w-f335m,f335m-f444w,e_f335m-f444w,δ_f335m-f444w,e_δ_f335m-f444w,f444w-f470n,e_f444w-f470n,δ_f444w-f470n,e_δ_f444w-f470n,(f090w-f200w)-(f200w-f444w),e_δ_(f090w-f200w)-(f200w-f444w),δ_(f090w-f200w)-(f200w-f444w),RA,DEC
609.0,1863.778,750.206,13.8780347266881,0.0714,9.954090909090912,0.0326,15.802521276595748,0.0438,11.040389473684213,0.0126,12.352625000000002,0.0092,4.908285714285713,0.0185,1.525409726688098,0.0719902771212891,3.9239438175971877,0.07849025417209451,0.149080560312278,0.07849025417209451,-5.848430367504836,0.05460036629913759,-0.00023939711998544055,0.05460036629913759,4.762131802911535,0.04557630963559906,-0.04309215005372646,0.04557630963559906,-1.3122355263157885,0.015601281998605115,-0.10574901313856455,0.015601281998605115,7.444339285714289,0.02066131651178114,0.07007036407732858,0.02066131651178114,-5.374382826503394,0.09497094292466512,0.29768232638458336,159.13603720340674,-58.65793837085124
610.0,1869.472,3217.355,17.479034726688102,0.0539,13.36709090909091,0.0216,16.427521276595744,0.2284,14.348389473684211,0.0161,15.182625,0.0393,8.130285714285714,0.014,2.2964097266881023,0.06670607168766574,4.111943817597192,0.05806694412486334,-0.250258029231464,0.05806694412486334,-3.060430367504834,0.22941909249232068,2.7390951888631268,0.22941909249232068,2.079131802911533,0.2289667443101727,-2.8488515199712,0.2289667443101727,-0.8342355263157888,0.04246998940428406,0.3600143603395387,0.04246998940428406,7.052339285714286,0.04171918024122718,-0.3087549387874633,0.04171918024122718,-0.19338282650338634,0.32982240675854635,4.977674319263325,159.1762755115938,-58.66284714158126
611.0,1874.35,7353.595,13.999034726688102,0.0422,11.15809090909091,0.0242,16.759521276595745,0.021,12.132389473684212,0.0143,13.284625,0.0043,5.898285714285715,0.0111,0.7144097266881015,0.04241851011056376,2.840943817597191,0.048646479831535604,-0.3161093279886602,0.048646479831535604,-5.601430367504834,0.03204122344730301,0.2979508113984295,0.03204122344730301,4.627131802911533,0.02540649523251879,-0.048963941230033114,0.02540649523251879,-1.1522355263157884,0.01493251485852266,0.06712245782026538,0.01493251485852266,7.3863392857142856,0.011903780911962383,-0.0017878452309183501,0.011903780911962383,-6.235382826503388,0.05178156042453723,-0.03631703318046409,159.24374352030827,-58.67108823963789
612.0,1875.187,2647.121,17.4070347266881,0.1556,13.17709090909091,0.033,16.425521276595745,0.2179,13.541389473684212,0.045,14.903625,0.0285,7.6212857142857136,0.0124,2.5034097266880995,0.1581885267647436,4.229943817597189,0.1590608688521473,-0.28994815638523264,0.1590608688521473,-3.2484303675048345,0.22038468640084774,2.538029377317736,0.22038468640084774,2.884131802911533,0.22249811235154335,-2.0768102613109107,0.22249811235154335,-1.3622355263157875,0.05326584271369411,-0.17127095962159156,0.05326584271369411,7.282339285714286,0.031080701407786793,-0.07521776329201746,0.031080701407786793,-0.5403828265033912,0.3463876874255204,4.496162441865005,159.1670013384915,-58.66165407635907
613.0,1875.823,5322.014,14.7160347266881,0.0472,10.75509090909091,0.0312,16.506521276595745,0.0269,11.760389473684212,0.0132,12.863625,0.0089,5.540285714285714,0.0102,1.8524097266880997,0.04803176032585106,3.9609438175971903,0.056579855072278154,-0.06302413330744017,0.056579855072278154,-5.751430367504835,0.041195266718398606,0.07612040783005103,0.041195266718398606,4.746131802911533,0.02996414524060381,-0.11115740811211161,0.02996414524060381,-1.103235526315789,0.015920113064925134,0.0980611335895023,0.015920113064925134,7.323339285714287,0.013536986370680884,-0.0453419239081283,0.013536986370680884,-5.433382826503388,0.061272098054497855,0.02619254904521995,159.21061643500738,-58.667012093682196
614.0,1877.878,1654.809,15.266034726688101,0.0732,10.83609090909091,0.0292,16.683521276595744,0.0202,11.731389473684212,0.0225,13.066625,0.0084,5.657285714285715,0.0193,2.199409726688101,0.07368039087844201,4.4299438175971915,0.07880913652616682,0.14163541199518104,0.07880913652616682,-5.847430367504835,0.035506055821507405,-0.0417821844706765,0.035506055821507405,4.952131802911532,0.030237228708993816,0.03959291437639312,0.030237228708993816,-1.3352355263157882,0.024016869071550522,-0.13944614190089655,0.024016869071550522,7.409339285714285,0.021048752932181045,0.04658754419293132,0.021048752932181045,-5.034382826503387,0.07902455314647468,0.19970645504900908,159.15083605398942,-58.65963783462309
615.0,1882.307,8231.782,14.3290347266881,0.0493,9.968090909090911,0.0224,15.730521276595745,0.0409,10.760389473684212,0.0143,11.796625,0.0131,4.407285714285715,0.0212,2.5324097266880994,0.051010783173756506,4.360943817597189,0.05415025392368903,-0.18104000994783753,0.05415025392368903,-5.762430367504834,0.04663228495366702,0.02219890130413127,0.04663228495366702,4.970131802911533,0.043327820162108316,0.004572330482077724,0.043327820162108316,-1.0362355263157887,0.01939329781135741,0.15426877816163032,0.01939329781135741,7.389339285714286,0.02492087478400387,0.03227778303343154,0.02492087478400387,-5.335382826503389,0.07712146264173157,-0.3176822172874134,159.25809868184973,-58.67277470691092
616.0,1885.755,4075.241,11.017034726688099,0.1758,9.404090909090911,0.0394,15.421521276595747,0.0354,10.981389473684212,0.0144,12.246625,0.0116,4.876285714285713,0.019,-1.229590273311901,0.17618229195920912,1.6129438175971877,0.18016103907338016,-0.06319335124023495,0.18016103907338016,-6.017430367504836,0.05296715963689199,0.004655824172528078,0.05296715963689199,4.4401318029115355,0.03821675025430603,0.07356162961246504,0.03821675025430603,-1.265235526315788,0.018491078930121953,-0.015024102544758167,0.018491078930121953,7.370339285714287,0.022261176967986216,-0.05100653684031986,0.022261176967986216,-7.579382826503396,0.1831570910448187,-0.11707505413541597,159.19032511671568,-58.664429817200755
617.0,1889.713,2617.205,16.9190347266881,0.1027,12.40609090909091,0.0355,17.909521276595747,0.0501,12.772389473684212,0.0469,14.017625,0.0165,6.867285714285712,0.0158,2.901409726688099,0.10401701783842872,4.51294381759719,0.10866250503278488,-0.3101398018306405,0.10866250503278488,-5.503430367504837,0.06140244294814336,0.2579076720275628,0.06140244294814336,5.137131802911535,0.06862667120005166,0.11281979157216071,0.06862667120005166,-1.2452355263157884,0.049717803652212955,-0.06058766176908237,0.049717803652212955,7.1503392857142885,0.022844911906155386,-0.20041681717033644,0.022844911906155386,-4.8823828265033935,0.12585531375353207,-0.10446425960615535,159.16656973064585,-58.66147085031686
618.0,1896.085,7515.995,15.7150347266881,0.0779,11.22909090909091,0.032,16.877521276595747,0.0298,12.089389473684212,0.0096,13.089625,0.0099,5.808285714285715,0.0098,2.6254097266880994,0.07852655601769379,4.485943817597189,0.0842164473247358,-0.12688629895895076,0.0842164473247358,-5.648430367504837,0.043726879605112456,0.13032875408808398,0.043726879605112456,4.7881318029115345,0.03130814590485997,-0.19223521997489268,0.03130814590485997,-1.0002355263157874,0.013790213921473445,0.18879276484576102,0.013790213921473445,7.281339285714285,0.01393018305694509,-0.07413305116426727,0.01393018305694509,-4.950382826503395,0.08912070466507768,0.006884910258264654,159.2464759241373,-58.67122838026453
619.0,1897.441,524.959,13.9190347266881,0.0597,10.36809090909091,0.0285,16.404521276595744,0.0346,11.737389473684212,0.0099,12.937624999999999,0.0077,5.533285714285713,0.0166,0.981409726688101,0.06019451802282331,3.55094381759719,0.06615391144898387,0.19049326162459534,0.06615391144898387,-6.036430367504835,0.04482644308887333,-0.15390219189924892,0.04482644308887333,4.667131802911532,0.03598847037594123,-0.051475940929080366,0.03598847037594123,-1.2002355263157867,0.012541929676090519,0.01488487120373505,0.012541929676090519,7.404339285714286,0.018298907071188704,0.020774598524077703,0.018298907071188704,-5.95238282650339,0.0775738357953247,0.07318213945069196,159.13249630714577,-58.65719979878415
620.0,1902.96,6111.705,16.1470347266881,0.0799,12.33109090909091,0.037,17.838521276595745,0.0526,13.170389473684212,0.0216,14.126624999999999,0.0278,7.134285714285715,0.0091,2.0204097266881025,0.08459816782886022,3.8159438175971907,0.08805117829989556,-0.3360045263597753,0.08805117829989556,-5.507430367504835,0.06430987482494425,0.30951627092364653,0.06430987482494425,4.6681318029115335,0.05686228978857605,-0.2159065315182529,0.05686228978857605,-0.9562355263157869,0.03520511326497899,0.242394786954383,0.03520511326497899,6.992339285714284,0.029251495688254983,-0.3734711727813931,0.029251495688254983,-5.403382826503391,0.11265154237736827,-0.05297651087225841,159.22359888100442,-58.66836255145008
621.0,1904.172,298.937,13.174034726688099,0.1163,9.64109090909091,0.0353,15.497521276595748,0.053,10.809389473684211,0.0377,11.973625,0.0349,4.542285714285713,0.0473,1.2004097266880986,0.1214236385552665,3.5329438175971895,0.12153921177957343,0.005661677824233546,0.12153921177957343,-5.856430367504839,0.06367958856651007,0.012274558204899755,0.06367958856651007,4.688131802911537,0.06504067957824548,-0.06534533394065356,0.06504067957824548,-1.1642355263157889,0.0513741179972951,0.04740909791152115,0.0513741179972951,7.431339285714287,0.05878179990439218,0.05151682767143395,0.05878179990439218,-5.847382826503397,0.1426944287630039,0.035872472058264826,159.12883872349812,-58.65668788154205
622.0,1907.353,7968.603,14.4540347266881,0.0832,10.80709090909091,0.0281,16.593521276595744,0.0306,11.841389473684211,0.0128,13.037625,0.0099,5.717285714285714,0.0121,1.4164097266880997,0.08378693215531882,3.64694381759719,0.08781713955715023,-0.04488454181448098,0.08781713955715023,-5.786430367504835,0.041544795101191676,0.06864066789666978,0.041544795101191676,4.752131802911533,0.03316926287996162,-0.035737064034267796,0.03316926287996162,-1.1962355263157889,0.01618177987738061,0.011980937952079218,0.01618177987738061,7.320339285714287,0.015633937443907085,-0.055792206594188265,0.015633937443907085,-5.695382826503389,0.09430254503458536,0.0475122521643776,159.25390186814914,-58.672036825594965
623.0,1909.358,5891.341,17.2310347266881,0.066,13.897090909090911,0.0485,,,,,,,9.016285714285713,0.0158,,,3.3339438175971896,0.08190390711071115,,0.08190390711071115,,,,,,,,,,,,,,,,,,,,159.22002978075008,-58.66786736470653
624.0,1915.893,6140.118,13.979034726688099,0.0468,9.765090909090912,0.0296,15.582521276595745,0.0462,10.681389473684211,0.0131,11.807625,0.0138,4.435285714285714,0.0185,2.1714097266880987,0.04879221249338874,4.213943817597187,0.055375084650048166,-0.05303452249609997,0.055375084650048166,-5.8174303675048336,0.05486893474453463,-0.010014828319607538,0.05486893474453463,4.901131802911534,0.04802134941877414,-0.006948898389247837,0.04802134941877414,-1.1262355263157886,0.01902761151589973,0.06999824920495668,0.01902761151589973,7.372339285714286,0.02308007798946962,0.009109085671808792,0.02308007798946962,-5.378382826503392,0.08154483429377976,-0.1260987016314159,159.22411200915496,-58.668309722057714
625.0,1919.958,6299.733,13.7800347266881,0.0671,9.58009090909091,0.0309,15.362521276595746,0.0446,10.485389473684213,0.0127,11.609625,0.0125,4.2132857142857105,0.0208,2.170409726688101,0.06825437714901515,4.199943817597191,0.07387299912687992,-0.06627273444221427,0.07387299912687992,-5.782430367504837,0.05425836341063007,0.02504829154292665,0.05425836341063007,4.877131802911533,0.04637294469839068,-0.03078967741659344,0.04637294469839068,-1.1242355263157862,0.017819652072922187,0.07201412031588239,0.017819652072922187,7.396339285714289,0.02426705585768492,0.03309199786748618,0.02426705585768492,-5.335382826503393,0.09293535387569148,-0.08244888579857523,159.2267307242688,-58.668594554102754
626.0,1920.446,4429.302,15.0940347266881,0.0777,10.60409090909091,0.0302,16.488521276595744,0.03,11.615389473684212,0.0148,12.960625000000002,0.0089,5.534285714285714,0.0169,2.1334097266880985,0.07820805585104389,4.48994381759719,0.08336264151285035,0.2519134235514553,0.08336264151285035,-5.884430367504834,0.04256806314597835,-0.07461627354315947,0.04256806314597835,4.873131802911532,0.03345205524328811,-0.028898501428336942,0.03345205524328811,-1.3452355263157898,0.017269916039170545,-0.14839864857995755,0.017269916039170545,7.426339285714288,0.019100261778310788,0.06245974910742991,0.019100261778310788,-4.9223828265033855,0.0889747155095199,0.35459430001659165,159.19623174302058,-58.66484538805819
627.0,1920.763,3880.226,17.2330347266881,0.1453,13.05309090909091,0.0386,16.044521276595745,0.2155,13.643389473684211,0.0303,14.916625000000002,0.0267,7.695285714285715,0.0125,2.3164097266880983,0.14773279933718172,4.17994381759719,0.15033978182769858,-0.19749379030912184,0.15033978182769858,-2.991430367504835,0.2189296919104396,2.806832791612364,0.2189296919104396,2.401131802911534,0.21761971418049422,-2.5300359394243106,0.21761971418049422,-1.2732355263157906,0.040385393399099134,-0.07930306187892988,0.040385393399099134,7.221339285714286,0.029481180437696184,-0.13941318270094616,0.029481180437696184,0.06061717349661144,0.33868197471964756,5.218678002606483,159.18728050294808,-58.663741956110385
628.0,1920.791,6684.009,13.199034726688101,0.0628,9.25209090909091,0.0266,15.011521276595747,0.0379,10.139389473684213,0.0207,11.291625000000002,0.0194,3.911285714285711,0.0292,1.9074097266880994,0.06572822833455957,3.946943817597191,0.06820117301044022,-0.11892247627100083,0.06820117301044022,-5.759430367504837,0.04630302365936808,0.06464881539045209,0.04630302365936808,4.872131802911534,0.04318448795574633,0.006085438391831843,0.04318448795574633,-1.1522355263157884,0.028369878392407677,0.048188222488719124,0.028369878392407677,7.380339285714291,0.03505709628591621,0.012597905329795545,0.03505709628591621,-5.532382826503392,0.08481167372478862,-0.10854732176110016,159.23300107370417,-58.66935600461329
629.0,1922.942,1043.001,13.866034726688099,0.0485,9.687090909090909,0.0389,15.611521276595745,0.0406,10.828389473684213,0.0151,11.990625,0.0112,4.5622857142857125,0.0227,1.8754097266880994,0.049776400030536565,4.17894381759719,0.06217282364506216,0.13745474145325254,0.06217282364506216,-5.924430367504836,0.056227840079448185,-0.09833134900832796,0.056227840079448185,4.783131802911532,0.043317086697976355,-0.0778194904831917,0.043317086697976355,-1.1622355263157864,0.01880026595556563,0.03869609803826801,0.01880026595556563,7.428339285714287,0.025312645061312738,0.060051095591365566,0.025312645061312738,-5.366382826503392,0.07598953875369951,0.07824678488984826,159.14103813761076,-58.65802574158974
630.0,1925.572,3371.301,13.633034726688098,0.0833,11.43809090909091,0.0247,17.058521276595744,0.0194,12.41938947368421,0.0155,13.598625,0.0136,6.438285714285714,0.0159,0.034409726688098274,0.08440290279368358,2.1949438175971885,0.08688486634621705,-0.44409345134826417,0.08688486634621705,-5.620430367504834,0.03140780157858872,0.321872317924349,0.03140780157858872,4.639131802911534,0.024831633051412467,0.07130632017577909,0.024831633051412467,-1.1792355263157894,0.020620620747203514,0.05091481324813674,0.020620620747203514,7.1603392857142865,0.02092295390235327,-0.23940755217247833,0.02092295390235327,-6.88538282650339,0.08875004225351106,-0.2444422668478312,159.1790017437111,-58.66268037407165
631.0,1927.111,7844.828,16.6020347266881,0.064,12.07309090909091,0.027,17.596521276595745,0.0289,12.716389473684211,0.0135,13.783624999999999,0.0227,6.663285714285715,0.0085,2.8184097266881007,0.06790647980863093,4.52894381759719,0.06946221994724902,-0.2309113933583573,0.06946221994724902,-5.523430367504835,0.03955009481657408,0.24314662061822823,0.03955009481657408,4.880131802911533,0.031897648816174524,-0.13096486769742555,0.031897648816174524,-1.0672355263157876,0.026410982564077392,0.11872964043755574,0.026410982564077392,7.120339285714284,0.024239224410034246,-0.23183510492938453,0.024239224410034246,-4.807382826503391,0.07925723941697692,0.024470454519741835,159.25195878384116,-58.67162208004538
632.0,1930.267,4950.253,16.1750347266881,0.0852,11.09509090909091,0.0358,16.690521276595746,0.0227,11.751389473684211,0.0115,12.783624999999999,0.0082,5.374285714285714,0.0123,3.391409726688101,0.08559369135631434,5.07994381759719,0.092415799515018,-0.11641594823328028,0.092415799515018,-5.595430367504836,0.04239021113417578,0.1349789393838865,0.04239021113417578,4.939131802911534,0.025446807265352565,-0.16319848502908663,0.025446807265352565,-1.0322355263157874,0.014124092891226679,0.1446354938784813,0.014124092891226679,7.409339285714285,0.014782760229402357,0.06695620694931392,0.014782760229402357,-4.422382826503393,0.09141586295605374,0.037125982301212446,159.20476398994026,-58.66580589660875
633.0,1931.465,1887.834,12.7530347266881,0.089,9.675090909090912,0.0278,15.608521276595745,0.0409,10.926389473684212,0.0118,12.085625000000002,0.0105,4.7142857142857135,0.0216,0.6674097266880974,0.08961724164467459,3.0779438175971876,0.09324076361763668,-0.04330528945616274,0.09324076361763668,-5.933430367504833,0.04945351352533003,-0.031082555062278416,0.04945351352533003,4.682131802911533,0.042568180604766276,0.01351944448478104,0.042568180604766276,-1.1592355263157899,0.015795252451290546,0.06086840003366123,0.015795252451290546,7.3713392857142885,0.024016869071550522,-0.017590972034229324,0.024016869071550522,-6.378382826503389,0.10666241137345432,-0.1487756890368832,159.15484145267015,-58.65965181689427
634.0,1933.651,2943.77,13.462034726688099,0.0551,10.09809090909091,0.0265,15.912521276595747,0.0427,11.13138947368421,0.0114,12.311625000000001,0.0083,4.885285714285713,0.0177,1.150409726688098,0.05572162955262525,3.363943817597189,0.061141311729468156,-0.12524891948161976,0.061141311729468156,-5.814430367504837,0.05025475101918226,0.05743055133180697,0.05025475101918226,4.781131802911537,0.0441955880150949,0.035615714692126765,0.0441955880150949,-1.1802355263157907,0.014101418368376991,0.03220265345768647,0.014101418368376991,7.426339285714288,0.01954942454396037,0.0456624374551442,0.01954942454396037,-6.051382826503394,0.08216739012528024,-0.13563673629962647,159.17206301085847,-58.66175391736362
635.0,1936.984,2037.434,13.673034726688101,0.046,10.099090909090911,0.0322,16.068521276595746,0.0476,11.330389473684212,0.0105,12.488625,0.0091,5.097285714285713,0.0158,1.1844097266881004,0.04689147043972922,3.57394381759719,0.05615015583237503,0.05885028668635961,0.05615015583237503,-5.969430367504835,0.057468252104966616,-0.09971552399448669,0.057468252104966616,4.738131802911534,0.04874433300395032,-0.012797798378166192,0.04874433300395032,-1.1582355263157886,0.013894603268895446,0.053663035686294824,0.013894603268895446,7.391339285714288,0.018233211456021674,0.011243422802222014,0.018233211456021674,-5.97538282650339,0.08203858848127508,-0.08173047461625504,159.1573013171493,-58.659905606857606
636.0,1943.084,3931.867,13.1020347266881,0.0633,9.63009090909091,0.0391,15.643521276595745,0.0403,10.94238947368421,0.0124,12.147625,0.0084,4.751285714285713,0.0178,0.9544097266881,0.06385491367154135,3.4719438175971895,0.0744022849111504,0.13206153907943463,0.0744022849111504,-6.013430367504835,0.05615069011152045,-0.1291979556107199,0.05615069011152045,4.701131802911535,0.042164558577079875,-0.013176974667376662,0.042164558577079875,-1.2052355263157892,0.014977316181479242,0.010313391198662591,0.014977316181479242,7.396339285714287,0.019682479518597244,0.01231322780728128,0.019682479518597244,-6.037382826503391,0.0855898942632832,0.005727166937428585,159.18820852667696,-58.66365624593278
637.0,1946.062,3691.495,13.2240347266881,0.0458,10.657090909090911,0.0286,16.570521276595745,0.0358,12.066389473684213,0.0116,13.485625,0.0065,6.106285714285713,0.0175,-0.2615902733119011,0.046258945080924624,2.5669438175971884,0.05399629616927443,0.15339581260108393,0.05399629616927443,-5.913430367504834,0.045821392383907325,0.04755579723563308,0.045821392383907325,4.504131802911532,0.03763243282064023,-0.016564271918163342,0.03763243282064023,-1.4192355263157879,0.013296992141082133,-0.18438733791855277,0.013296992141082133,7.379339285714288,0.01866815470259447,-0.025465542252921303,0.01866815470259447,-6.431382826503389,0.06857966170811867,0.40190321967343223,159.18430101799314,-58.663148949407315
638.0,1948.322,1219.959,12.330034726688101,0.0675,9.23109090909091,0.0382,15.165521276595747,0.038,10.487389473684212,0.019,11.661624999999999,0.0161,4.234285714285713,0.0294,0.6684097266881022,0.06939351554720369,3.098943817597192,0.07755958999375899,-0.023067077510044776,0.07755958999375899,-5.934430367504838,0.053881722318426306,-0.03214567492482079,0.053881722318426306,4.678131802911535,0.042485291572496,0.009360223512126176,0.042485291572496,-1.1742355263157869,0.024904015740438327,0.04585252892274072,0.024904015740438327,7.427339285714286,0.03351969570267606,0.03842611577009425,0.03351969570267606,-6.339382826503394,0.087769356839389,-0.11042550486973379,159.14402047396635,-58.65816642848528
639.0,1948.407,6982.897,13.9050347266881,0.1149,9.977090909090911,0.0766,15.811521276595748,0.0973,10.955389473684212,0.0195,12.104625,0.0138,4.708285714285713,0.0199,1.8004097266881,0.11572575340001032,3.927943817597189,0.1380926138502708,-0.05641115450552947,0.1380926138502708,-5.834430367504837,0.12383396141608327,-0.0035973593179692287,0.12383396141608327,4.856131802911536,0.09923477213154672,0.007122082465983226,0.09923477213154672,-1.1492355263157883,0.023889118861942147,0.052886431357516805,0.023889118861942147,7.396339285714287,0.02421672975444868,0.026769510266928975,0.02421672975444868,-5.613382826503395,0.1797971913017553,-0.12001702764699829,159.2379819818554,-58.66971934062597
640.0,1951.45,7073.822,14.389034726688099,0.0695,9.50209090909091,0.03,15.281521276595747,0.0397,10.45138947368421,0.0163,11.725624999999999,0.0119,4.2752857142857135,0.0219,2.6634097266880996,0.07051141751517978,4.886943817597189,0.07569841477864646,0.24516575499349713,0.07569841477864646,-5.779430367504837,0.049760325561635954,-0.003069800688365376,0.049760325561635954,4.830131802911536,0.04291596439554866,-0.15628561693580423,0.04291596439554866,-1.2742355263157883,0.020181674856165926,-0.08581033736932686,0.020181674856165926,7.450339285714286,0.024924285345822857,0.09551628540011414,0.024924285345822857,-4.448382826503396,0.09013345660741079,0.4841919086102635,159.23947665340165,-58.6698752733408
641.0,1953.617,1066.533,11.929034726688101,0.0901,9.117090909090912,0.0344,14.989521276595745,0.0447,10.394389473684212,0.0174,11.619625000000001,0.0134,4.20728571428571,0.0267,0.3094097266881004,0.09109099845758636,2.8119438175971894,0.09644361046746436,-0.03658516616607255,0.09644361046746436,-5.872430367504833,0.05640434380435606,0.05251435572636787,0.05640434380435606,4.595131802911533,0.04796717627711683,-0.016479447304512895,0.04796717627711683,-1.2252355263157888,0.021961784991206885,0.0005502577442184631,0.021961784991206885,7.412339285714291,0.02987390165344996,0.01729159401712721,0.02987390165344996,-6.430382826503388,0.11087718430768342,0.03185837912058975,159.14154028068535,-58.65781301282544
642.0,1954.69,4207.029,13.191034726688102,0.052,11.42209090909091,0.0284,17.322521276595747,0.0249,12.723389473684213,0.0135,14.047625000000002,0.0179,6.926285714285713,0.0095,-0.8565902733119,0.05499463610207817,1.7689438175971919,0.05924997890294983,-0.19134029533856678,0.05924997890294983,-5.900430367504837,0.03776996160972367,0.09811211544580978,0.03776996160972367,4.5991318029115345,0.028324194604613207,0.17317220681192325,0.028324194604613207,-1.324235526315789,0.02242008028531566,-0.07994402691916558,0.02242008028531566,7.1213392857142885,0.020264747716169575,-0.2936327858267864,0.020264747716169575,-7.406382826503391,0.06530260331717258,-0.18645635978551667,159.1927396011503,-58.66410950402561
643.0,1956.811,2985.773,12.7680347266881,0.0608,9.54609090909091,0.0331,15.413521276595748,0.0424,10.696389473684212,0.0117,11.948625000000002,0.012,4.551285714285713,0.0208,0.8194097266880984,0.061972897301965806,3.2219438175971895,0.069226078900946,-0.015097073646368031,0.069226078900946,-5.867430367504838,0.053790054842879645,0.025323225831923146,0.053790054842879645,4.7171318029115366,0.04398465641561839,0.024317856641132174,0.04398465641561839,-1.2522355263157898,0.016759773268156107,-0.034544008826686845,0.016759773268156107,7.397339285714288,0.024013329631685815,0.011006374223295978,0.024013329631685815,-6.110382826503395,0.08623317227146407,0.02045230437111023,159.1728371354525,-58.66164185861676
644.0,1961.365,8110.608,13.856034726688101,0.0617,9.78409090909091,0.0197,15.546521276595747,0.0411,10.636389473684213,0.012,11.800625000000002,0.0126,4.374285714285714,0.0182,2.055409726688099,0.06297340708584855,4.071943817597191,0.0647686652633818,-0.10666710824567538,0.0647686652633818,-5.762430367504837,0.04557740668357514,0.052307075734810304,0.04557740668357514,4.910131802911534,0.04281600168161431,0.020520734438802535,0.04281600168161431,-1.1642355263157889,0.0174,0.033839298072064095,0.0174,7.426339285714288,0.022135943621178655,0.06112690037001567,0.022135943621178655,-5.436382826503392,0.0856975495565655,-0.10872006502173104,159.25642564768708,-58.67186228550674
645.0,1961.665,3809.452,13.1750347266881,0.0386,9.445090909090911,0.0357,15.397521276595747,0.0387,11.146389473684211,0.0126,12.703625,0.0103,5.328285714285714,0.0197,0.47140972668809944,0.03995059448869316,3.7299438175971886,0.05257803723989704,0.7580051691048921,0.05257803723989704,-5.952430367504835,0.052651495705250385,-0.037711062004809115,0.052651495705250385,4.2511318029115355,0.04069950859654205,-0.3862732448747188,0.04069950859654205,-1.5572355263157895,0.01627421273057471,-0.33402086222536376,0.01627421273057471,7.375339285714286,0.022230159693533466,-0.016940181682093325,0.022230159693533466,-4.916382826503392,0.0677600914993479,1.4405882142001651,159.1862843249306,-58.66325321825512
646.0,1966.308,856.326,13.5090347266881,0.0707,8.841090909090912,0.046,14.714521276595747,0.0342,9.850389473684212,0.0234,11.091625000000002,0.0177,3.6392857142857125,0.0398,2.4174097266880974,0.07288195935895248,4.6679438175971875,0.08434743623845362,0.21356561624870007,0.08434743623845362,-5.8734303675048345,0.05732050244022639,-0.0815423145039853,0.05732050244022639,4.864131802911535,0.04143911195959682,-0.08311725766252565,0.04143911195959682,-1.2412355263157906,0.02934024539774676,-0.04890604408218713,0.02934024539774676,7.45233928571429,0.04355835166761938,0.09331268553596583,0.04355835166761938,-4.8283828265033915,0.08747033782946079,0.26404660348942777,159.13816330428634,-58.65728263748255
647.0,1968.421,179.868,14.595034726688102,0.0653,9.42709090909091,0.0471,15.322521276595747,0.0539,10.518389473684211,0.0194,11.818624999999999,0.0123,4.260285714285713,0.0387,2.7764097266881027,0.0664483257877879,5.167943817597191,0.08051397394241573,0.44008370490472615,0.08051397394241573,-5.8954303675048365,0.07157946632938807,-0.12620234515517215,0.07157946632938807,4.804131802911536,0.057284989307845736,-0.20027758684588726,0.057284989307845736,-1.300235526315788,0.02297063342618135,-0.1136037729036643,0.02297063342618135,7.558339285714286,0.04060763475013043,0.20544720728893306,0.04060763475013043,-4.231382826503394,0.10112269774882393,0.6277627194991062,159.1271468426089,-58.65590356286934
648.0,1971.978,1584.85,14.2890347266881,0.062,9.47309090909091,0.0348,15.374521276595747,0.0349,10.473389473684213,0.0163,11.663625000000001,0.0143,4.233285714285712,0.0276,2.6254097266880994,0.06362774552033099,4.815943817597191,0.0710988044906523,0.2031137010410511,0.0710988044906523,-5.901430367504837,0.04928539337369643,-0.12267124591191614,0.04928539337369643,4.901131802911534,0.03851882656571978,-0.07923521997489313,0.03851882656571978,-1.1902355263157887,0.02168363438171747,-0.0012072351542402604,0.02168363438171747,7.43033928571429,0.031084562084739104,0.07486694883573719,0.031084562084739104,-4.796382826503391,0.08052645528023694,0.16088491025826812,159.15005936686427,-58.65869944221234
649.0,1972.754,7947.534,13.5850347266881,0.0344,9.637090909090912,0.0235,15.332521276595745,0.0396,10.467389473684213,0.0131,11.551625,0.0123,4.090285714285713,0.0235,2.0334097266881006,0.036532861919099636,3.9479438175971886,0.04166065289934857,-0.2139077710602546,0.04166065289934857,-5.695430367504834,0.04604790983312924,0.12069571271065271,0.04604790983312924,4.865131802911533,0.041710550224133947,-0.02097640416277624,0.041710550224133947,-1.084235526315787,0.017969418465826878,0.11418846251237946,0.017969418465826878,7.461339285714287,0.026524328455212583,0.0957509686748459,0.026524328455212583,-5.528382826503391,0.0668653123824304,-0.18642411669920467,159.2538093760786,-58.67144008265033
